iter	RMSE
702	0.5351263169
703	0.534224972
704	0.5335760013
705	0.5327685858
706	0.5321966959
707	0.5309604852
708	0.5299042682
709	0.52898595
710	0.5285466539
711	0.5283260015
712	0.527622622
713	0.5268830443
714	0.5260161166
715	0.5252018099
716	0.5244136347
717	0.5235858316
718	0.5228625789
719	0.5225623499
720	0.521686268
721	0.5208051208
722	0.5201499396
723	0.5195048643
724	0.5191368953
725	0.5187103422
726	0.5185282308
727	0.5178244912
728	0.5172039331
729	0.5165253701
730	0.5159655426
731	0.5150817604
732	0.5145348616
733	0.5139798873
734	0.5130345261
735	0.5120827141
736	0.511625423
737	0.5107770862
738	0.5101759967
739	0.5091766266
740	0.5086907445
741	0.5078724921
742	0.5073203782
743	0.5065892518
744	0.5056738515
745	0.5053553138
746	0.504786221
747	0.5040568136
748	0.5035088885
749	0.5028513109
750	0.5023293621
751	0.5013334007
752	0.5003727781
753	0.4995317189
754	0.4985685634
755	0.4979423018
756	0.4971942876
757	0.4967024723
758	0.4964098248
759	0.4953947902
760	0.4949218591
761	0.4941044916
762	0.4937110981
763	0.4929587907
764	0.4921141111
765	0.4915142955
766	0.4907793779
767	0.4905367525
768	0.4897228424
769	0.4894698603
770	0.4887030463
771	0.4880829371
772	0.4878243655
773	0.4870831232
774	0.4867454426
775	0.4860501414
776	0.4854348508
777	0.4845171617
778	0.4844839709
779	0.4839462017
780	0.4836659506
781	0.4833121805
782	0.4824326923
783	0.481549608
784	0.481077906
785	0.480588155
786	0.4800025815
787	0.4799687196
788	0.4799418019
789	0.4791623093
790	0.4783682792
791	0.4774293553
792	0.4768218818
793	0.4767574224
794	0.4760730504
795	0.475463797
796	0.4746866512
797	0.4739826048
798	0.4732908573
799	0.4726018616
800	0.4718485669
801	0.471408261
802	0.4707996464
803	0.4701757953
804	0.4698164317
805	0.4689387
806	0.468253326
807	0.4675426017
808	0.4670644506
809	0.4665573047
810	0.4659793772
811	0.4656798131
812	0.4656534722
813	0.4653082963
814	0.4646835089
815	0.4639515853
816	0.4633711292
817	0.4631826108
818	0.4624670444
819	0.4624064029
820	0.462065916
821	0.461352261
822	0.4609244149
823	0.4606970682
824	0.4603637143
825	0.4595989468
826	0.4593229566
827	0.4587307114
828	0.4578020622
829	0.4570745145
830	0.4563058518
831	0.4554261469
832	0.4547582875
833	0.4543734575
834	0.4536153345
835	0.4531739238
836	0.4524177669
837	0.4519877784
838	0.4517527478
839	0.4512836903
840	0.4508740425
841	0.4503535819
842	0.449787678
843	0.4494625554
844	0.4487710038
845	0.4484997993
846	0.4476637717
847	0.4469579443
848	0.4461620695
849	0.4453999569
850	0.444667835
851	0.4440180387
852	0.4435242035
853	0.442886619
854	0.4423345137
855	0.4417428467
856	0.4411155278
857	0.4410856686
858	0.4405807187
859	0.4401091741
860	0.4398647369
861	0.4394455998
862	0.43868363
863	0.4379475529
864	0.4374342017
865	0.4374103079
866	0.4373819486
867	0.436757289
868	0.4360388183
869	0.4354934938
870	0.4354600533
871	0.4351440368
872	0.434451836
873	0.4338703904
874	0.433077156
875	0.4324052639
876	0.4319677222
877	0.4317590825
878	0.4311734551
879	0.4307805402
880	0.4302312984
881	0.4294662186
882	0.4287683871
883	0.4287467095
884	0.4283818794
885	0.427876711
886	0.4277844437
887	0.4275462648
888	0.4270729004
889	0.4263750755
890	0.4260507861
891	0.4254588204
892	0.4254382121
893	0.4249433566
894	0.4246627652
895	0.4246257072
896	0.4241034877
897	0.4238916757
898	0.4234134964
899	0.4227348788
900	0.4226963299
901	0.4220340923
902	0.4215298547
903	0.4209663457
904	0.4205271808
905	0.4198082605
906	0.4193464576
907	0.4191721656
908	0.4186292958
909	0.4183341716
910	0.4179070192
911	0.4177205188
912	0.4175222267
913	0.416964474
914	0.4166056757
915	0.4163338739
916	0.4160839237
917	0.4159822364
918	0.4159479818
919	0.4155979689
920	0.4149964464
921	0.4147930029
922	0.4143006118
923	0.4138179299
924	0.4136338105
925	0.4136074808
926	0.4129516285
927	0.4127078162
928	0.4122401421
929	0.4116205772
930	0.4110481001
931	0.4108832653
932	0.4104984285
933	0.4100436272
934	0.4093934487
935	0.408807099
936	0.4084045935
937	0.4080166558
938	0.4073722651
939	0.4066272755
940	0.4065686172
941	0.406074375
942	0.4054704798
943	0.40532236
944	0.4047213367
945	0.4045054451
946	0.4039214012
947	0.4034649308
948	0.4028660636
949	0.4022282932
950	0.4016293119
951	0.4011373067
952	0.4006095335
953	0.4002319297
954	0.4000050198
955	0.3994483114
956	0.3994320513
957	0.3992249745
958	0.3986137056
959	0.3981101272
960	0.397574759
961	0.3970024873
962	0.3967248338
963	0.3962640872
964	0.3957566639
965	0.395375991
966	0.3947752938
967	0.3947197735
968	0.394552984
969	0.3943206963
970	0.3939684146
971	0.3935928933
972	0.3930782998
973	0.3926646283
974	0.3921645216
975	0.3915947501
976	0.3911244657
977	0.3910757648
978	0.390603279
979	0.3902135792
980	0.3897821866
981	0.3895345471
982	0.3889735526
983	0.3884424993
984	0.3878946025
985	0.3878655663
986	0.3873650909
987	0.3873359146
988	0.3872018136
989	0.3870544482
990	0.386627572
991	0.3860965997
992	0.3857072123
993	0.3852916999
994	0.385249433
995	0.3848147918
996	0.3842782951
997	0.384265068
998	0.3837371567
999	0.383486062
